"","tags_label","tags_timestamp","bag_site","bags_label","pop","bagnum","length","width","tagsLength_timestamp","tagsLength_date","tagsLength_time","event"
"2435","A655","11/13/2023 15:09:59","YorkRiver","MVP-ME-6","ME","6",33,23,"11/13/2023 15:09:59",2023-11-13,"15:09:59",1
"2436","B065","11/9/2023 14:37:02","Lewisetta","MVP-TX-2","TX","2",0,0,"11/7/2024 13:15:43",2024-11-07,"13:15:43",3
"2437","B065","11/9/2023 14:37:02","Lewisetta","MVP-TX-2","TX","2",50,35,"5/1/2024 8:06:39",2024-05-01,"8:06:39",2
"2438","B065","11/9/2023 14:37:02","Lewisetta","MVP-TX-2","TX","2",44,30,"11/9/2023 14:37:02",2023-11-09,"14:37:02",1
"2439","E031-B303","11/7/2023 12:15:06","Lewisetta","MVP-TX-3","TX","3",51,33,"11/7/2024 14:25:08",2024-11-07,"14:25:08",3
"2440","E031-B303","11/7/2023 12:15:06","Lewisetta","MVP-TX-3","TX","3",34,27,"5/2/2024 14:06:09",2024-05-02,"14:06:09",2
"2441","E031-B303","11/7/2023 12:15:06","Lewisetta","MVP-TX-3","TX","3",25,18,"11/7/2023 12:15:06",2023-11-07,"12:15:06",1
"2442","E031-B303","11/7/2023 12:15:06","Lewisetta","MVP-TX-3","TX","3",53,36,"5/20/2025 15:03:09",2025-05-20,"15:03:09",4
"2443","A840","11/14/2023 15:54:50","YorkRiver","MVP-ME-5","ME","5",32,17,"11/8/2024 10:56:54",2024-11-08,"10:56:54",3
"2444","A840","11/14/2023 15:54:50","YorkRiver","MVP-ME-5","ME","5",32,19,"5/6/2024 14:03:37",2024-05-06,"14:03:37",2
"2445","A840","11/14/2023 15:54:50","YorkRiver","MVP-ME-5","ME","5",32,20,"11/14/2023 15:54:50",2023-11-14,"15:54:50",1
"2446","A102","11/7/2023 15:21:18","Lewisetta","MVP-JR-2","JR","2",33,24,"11/7/2023 15:21:18",2023-11-07,"15:21:18",1
"2447","A102","11/7/2023 15:21:18","Lewisetta","MVP-JR-2","JR","2",53,42,"11/7/2024 16:45:31",2024-11-07,"16:45:31",3
"2448","A102","11/7/2023 15:21:18","Lewisetta","MVP-JR-2","JR","2",40,27,"5/3/2024 9:06:43",2024-05-03,"9:06:43",2
"2449","A026","11/7/2023 14:02:12","Lewisetta","MVP-DEBY-3","DEBY","3",107,78,"5/20/2025 16:49:16",2025-05-20,"16:49:16",4
"2450","A026","11/7/2023 14:02:12","Lewisetta","MVP-DEBY-3","DEBY","3",43,26,"5/2/2024 13:38:50",2024-05-02,"13:38:50",2
"2451","A026","11/7/2023 14:02:12","Lewisetta","MVP-DEBY-3","DEBY","3",67,46,"11/7/2024 17:41:39",2024-11-07,"17:41:39",3
"2452","A026","11/7/2023 14:02:12","Lewisetta","MVP-DEBY-3","DEBY","3",38,24,"11/7/2023 14:02:12",2023-11-07,"14:02:12",1
"2453","A026","11/7/2023 14:02:12","Lewisetta","MVP-DEBY-3","DEBY","3",85,59,"11/7/2024 12:41:23",2024-11-07,"12:41:23",3
"2454","A554","11/10/2023 14:09:29","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",22,14,"11/10/2023 14:09:29",2023-11-10,"14:09:29",1
"2455","A554","11/10/2023 14:09:29","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",28,21,"5/8/2024 14:17:11",2024-05-08,"14:17:11",2
"2456","A001","11/7/2023 14:17:11","Lewisetta","MVP-DEBY-3","DEBY","3",42,28,"5/2/2024 13:37:13",2024-05-02,"13:37:13",2
"2457","A001","11/7/2023 14:17:11","Lewisetta","MVP-DEBY-3","DEBY","3",94,50,"5/20/2025 16:49:31",2025-05-20,"16:49:31",4
"2458","A001","11/7/2023 14:17:11","Lewisetta","MVP-DEBY-3","DEBY","3",70,44,"11/7/2024 12:42:45",2024-11-07,"12:42:45",3
"2459","A001","11/7/2023 14:17:11","Lewisetta","MVP-DEBY-3","DEBY","3",36,22,"11/7/2023 14:17:11",2023-11-07,"14:17:11",1
"2460","E319","11/10/2023 14:58:08","YorkRiver","MVP-LARMIX-4","LARMIX","4",0,0,"11/11/2024 16:15:02",2024-11-11,"16:15:02",3
"2461","E319","11/10/2023 14:58:08","YorkRiver","MVP-LARMIX-4","LARMIX","4",37,19,"11/10/2023 14:58:08",2023-11-10,"14:58:08",1
"2462","E319","11/10/2023 14:58:08","YorkRiver","MVP-LARMIX-4","LARMIX","4",43,27,"5/9/2024 9:25:58",2024-05-09,"9:25:58",2
"2463","JR-6-extra","11/14/2023 14:54:45","YorkRiver","MVP-JR-6","JR","6",20,13,"11/14/2023 14:56:06",2023-11-14,"14:56:06",1
"2464","JR-6-extra","11/14/2023 14:54:45","YorkRiver","MVP-JR-6","JR","6",15,11,"11/14/2023 14:55:47",2023-11-14,"14:55:47",1
"2465","JR-6-extra","11/14/2023 14:54:45","YorkRiver","MVP-JR-6","JR","6",22,16,"11/14/2023 14:54:45",2023-11-14,"14:54:45",1
"2466","JR-6-extra","11/14/2023 14:54:45","YorkRiver","MVP-JR-6","JR","6",16,12,"11/14/2023 14:55:33",2023-11-14,"14:55:33",1
"2467","JR-6-extra","11/14/2023 14:54:45","YorkRiver","MVP-JR-6","JR","6",15,9,"11/14/2023 14:56:34",2023-11-14,"14:56:34",1
"2468","JR-6-extra","11/14/2023 14:54:45","YorkRiver","MVP-JR-6","JR","6",20,12,"11/14/2023 14:55:15",2023-11-14,"14:55:15",1
"2469","JR-6-extra","11/14/2023 14:54:45","YorkRiver","MVP-JR-6","JR","6",20,12,"11/14/2023 14:56:20",2023-11-14,"14:56:20",1
"2470","E572","11/15/2023 15:29:26","YorkRiver","MVP-FL-6","FL","6",55,34,"11/8/2024 11:15:24",2024-11-08,"11:15:24",3
"2471","E572","11/15/2023 15:29:26","YorkRiver","MVP-FL-6","FL","6",45,24,"5/6/2024 11:38:00",2024-05-06,"11:38:00",2
"2472","E572","11/15/2023 15:29:26","YorkRiver","MVP-FL-6","FL","6",39,21,"11/15/2023 15:29:26",2023-11-15,"15:29:26",1
"2473","C335","11/15/2023 15:30:10","YorkRiver","MVP-SEEDMIX-6","SEEDMIX","6",36,21,"11/15/2023 15:30:10",2023-11-15,"15:30:10",1
"2474","C335","11/15/2023 15:30:10","YorkRiver","MVP-SEEDMIX-6","SEEDMIX","6",46,35,"5/7/2024 10:20:26",2024-05-07,"10:20:26",2
"2475","C335","11/15/2023 15:30:10","YorkRiver","MVP-SEEDMIX-6","SEEDMIX","6",60,41,"11/12/2024 9:57:44",2024-11-12,"9:57:44",3
"2476","E560","11/15/2023 15:25:45","YorkRiver","MVP-FL-6","FL","6",44,23,"11/8/2024 10:39:07",2024-11-08,"10:39:07",3
"2477","E560","11/15/2023 15:25:45","YorkRiver","MVP-FL-6","FL","6",45,25,"5/25/2025 11:16:53",2025-05-25,"11:16:53",4
"2478","E560","11/15/2023 15:25:45","YorkRiver","MVP-FL-6","FL","6",39,21,"11/15/2023 15:25:45",2023-11-15,"15:25:45",1
"2479","E560","11/15/2023 15:25:45","YorkRiver","MVP-FL-6","FL","6",42,22,"5/6/2024 11:32:03",2024-05-06,"11:32:03",2
"2480","D787","11/7/2023 15:24:41","Lewisetta","MVP-FL-1","FL","1",80,61,"5/21/2025 9:41:19",2025-05-21,"9:41:19",4
"2481","D787","11/7/2023 15:24:41","Lewisetta","MVP-FL-1","FL","1",40,28,"5/3/2024 9:19:31",2024-05-03,"9:19:31",2
"2482","D787","11/7/2023 15:24:41","Lewisetta","MVP-FL-1","FL","1",67,59,"11/7/2024 12:58:10",2024-11-07,"12:58:10",3
"2483","D787","11/7/2023 15:24:41","Lewisetta","MVP-FL-1","FL","1",36,31,"11/7/2023 15:24:41",2023-11-07,"15:24:41",1
"2484","B172","11/9/2023 14:47:51","Lewisetta","MVP-LOLA-1","LOLA","1",75,48,"11/7/2024 16:56:47",2024-11-07,"16:56:47",3
"2485","B172","11/9/2023 14:47:51","Lewisetta","MVP-LOLA-1","LOLA","1",35,23,"11/9/2023 14:47:51",2023-11-09,"14:47:51",1
"2486","B172","11/9/2023 14:47:51","Lewisetta","MVP-LOLA-1","LOLA","1",88,49,"5/20/2025 15:19:08",2025-05-20,"15:19:08",4
"2487","B172","11/9/2023 14:47:51","Lewisetta","MVP-LOLA-1","LOLA","1",39,24,"4/30/2024 13:08:23",2024-04-30,"13:08:23",2
"2488","A291","11/9/2023 14:38:57","Lewisetta","MVP-LOLA-3","LOLA","3",114,75,"5/20/2025 16:08:41",2025-05-20,"16:08:41",4
"2489","A291","11/9/2023 14:38:57","Lewisetta","MVP-LOLA-3","LOLA","3",34,17,"11/9/2023 14:38:57",2023-11-09,"14:38:57",1
"2490","A291","11/9/2023 14:38:57","Lewisetta","MVP-LOLA-3","LOLA","3",106,56,"11/7/2024 13:51:16",2024-11-07,"13:51:16",3
"2491","A291","11/9/2023 14:38:57","Lewisetta","MVP-LOLA-3","LOLA","3",39,19,"4/30/2024 13:25:09",2024-04-30,"13:25:09",2
"2492","B102","11/9/2023 14:47:29","Lewisetta","MVP-SEEDMIX-3","SEEDMIX","3",40,36,"4/30/2024 13:51:07",2024-04-30,"13:51:07",2
"2493","B102","11/9/2023 14:47:29","Lewisetta","MVP-SEEDMIX-3","SEEDMIX","3",35,27,"11/9/2023 14:47:29",2023-11-09,"14:47:29",1
"2494","B102","11/9/2023 14:47:29","Lewisetta","MVP-SEEDMIX-3","SEEDMIX","3",72,60,"5/20/2025 14:47:54",2025-05-20,"14:47:54",4
"2495","B102","11/9/2023 14:47:29","Lewisetta","MVP-SEEDMIX-3","SEEDMIX","3",59,41,"11/7/2024 13:09:04",2024-11-07,"13:09:04",3
"2496","B093","11/9/2023 14:43:09","Lewisetta","MVP-SEEDMIX-3","SEEDMIX","3",49,31,"5/1/2024 8:14:41",2024-05-01,"8:14:41",2
"2497","B093","11/9/2023 14:43:09","Lewisetta","MVP-SEEDMIX-3","SEEDMIX","3",107,72,"5/20/2025 14:54:07",2025-05-20,"14:54:07",4
"2498","B093","11/9/2023 14:43:09","Lewisetta","MVP-SEEDMIX-3","SEEDMIX","3",41,29,"11/9/2023 14:43:09",2023-11-09,"14:43:09",1
"2499","B093","11/9/2023 14:43:09","Lewisetta","MVP-SEEDMIX-3","SEEDMIX","3",90,49,"11/7/2024 13:07:21",2024-11-07,"13:07:21",3
"2500","E352","11/10/2023 14:33:19","YorkRiver","MVP-LARMIX-6","LARMIX","6",77,49,"11/12/2024 12:23:37",2024-11-12,"12:23:37",3
"2501","E352","11/10/2023 14:33:19","YorkRiver","MVP-LARMIX-6","LARMIX","6",52,36,"11/10/2023 14:33:19",2023-11-10,"14:33:19",1
"2502","E352","11/10/2023 14:33:19","YorkRiver","MVP-LARMIX-6","LARMIX","6",81,50,"5/25/2025 10:40:48",2025-05-25,"10:40:48",4
"2503","E352","11/10/2023 14:33:19","YorkRiver","MVP-LARMIX-6","LARMIX","6",42,33,"5/9/2024 9:38:42",2024-05-09,"9:38:42",2
"2504","A103","11/7/2023 15:21:06","Lewisetta","MVP-JR-2","JR","2",27,25,"11/7/2023 15:21:06",2023-11-07,"15:21:06",1
"2505","A103","11/7/2023 15:21:06","Lewisetta","MVP-JR-2","JR","2",39,32,"5/3/2024 9:06:35",2024-05-03,"9:06:35",2
"2506","A103","11/7/2023 15:21:06","Lewisetta","MVP-JR-2","JR","2",77,68,"5/20/2025 15:36:53",2025-05-20,"15:36:53",4
"2507","A103","11/7/2023 15:21:06","Lewisetta","MVP-JR-2","JR","2",65,45,"11/7/2024 16:55:21",2024-11-07,"16:55:21",3
"2508","E354","11/10/2023 14:34:40","YorkRiver","MVP-LARMIX-6","LARMIX","6",68,40,"11/12/2024 11:01:02",2024-11-12,"11:01:02",3
"2509","E354","11/10/2023 14:34:40","YorkRiver","MVP-LARMIX-6","LARMIX","6",33,19,"5/8/2024 13:52:21",2024-05-08,"13:52:21",2
"2510","E354","11/10/2023 14:34:40","YorkRiver","MVP-LARMIX-6","LARMIX","6",67,40,"5/25/2025 10:41:26",2025-05-25,"10:41:26",4
"2511","E354","11/10/2023 14:34:40","YorkRiver","MVP-LARMIX-6","LARMIX","6",32,16,"11/10/2023 14:34:40",2023-11-10,"14:34:40",1
"2512","E577","11/15/2023 15:30:53","YorkRiver","MVP-FL-6","FL","6",33,19,"5/6/2024 11:33:30",2024-05-06,"11:33:30",2
"2513","E577","11/15/2023 15:30:53","YorkRiver","MVP-FL-6","FL","6",32,18,"11/15/2023 15:30:53",2023-11-15,"15:30:53",1
"2514","A261","11/9/2023 14:25:35","Lewisetta","MVP-LOLA-3","LOLA","3",79,56,"11/7/2024 14:00:11",2024-11-07,"14:00:11",3
"2515","A261","11/9/2023 14:25:35","Lewisetta","MVP-LOLA-3","LOLA","3",34,22,"11/9/2023 14:25:35",2023-11-09,"14:25:35",1
"2516","A261","11/9/2023 14:25:35","Lewisetta","MVP-LOLA-3","LOLA","3",85,67,"5/20/2025 16:02:52",2025-05-20,"16:02:52",4
"2517","A261","11/9/2023 14:25:35","Lewisetta","MVP-LOLA-3","LOLA","3",39,28,"4/30/2024 13:25:39",2024-04-30,"13:25:39",2
"2518","A588","11/13/2023 14:33:59","YorkRiver","MVP-DEBY-5","DEBY","5",40,26,"11/13/2023 14:33:59",2023-11-13,"14:33:59",1
"2519","A588","11/13/2023 14:33:59","YorkRiver","MVP-DEBY-5","DEBY","5",45,29,"5/7/2024 10:44:32",2024-05-07,"10:44:32",2
"2520","A588","11/13/2023 14:33:59","YorkRiver","MVP-DEBY-5","DEBY","5",62,43,"11/12/2024 12:21:36",2024-11-12,"12:21:36",3
"2521","A588","11/13/2023 14:33:59","YorkRiver","MVP-DEBY-5","DEBY","5",66,50,"5/25/2025 11:10:40",2025-05-25,"11:10:40",4
"2522","E612","11/15/2023 15:44:31","YorkRiver","MVP-DEBY-4","DEBY","4",43,25,"11/15/2023 15:44:31",2023-11-15,"15:44:31",1
"2523","E612","11/15/2023 15:44:31","YorkRiver","MVP-DEBY-4","DEBY","4",72,50,"11/12/2024 12:25:34",2024-11-12,"12:25:34",3
"2524","E612","11/15/2023 15:44:31","YorkRiver","MVP-DEBY-4","DEBY","4",53,29,"5/7/2024 10:31:02",2024-05-07,"10:31:02",2
"2525","E612","11/15/2023 15:44:31","YorkRiver","MVP-DEBY-4","DEBY","4",69,48,"5/25/2025 10:58:02",2025-05-25,"10:58:02",4
"2526","A251","11/9/2023 14:34:50","Lewisetta","MVP-ME-3","ME","3",47,29,"11/9/2023 14:34:50",2023-11-09,"14:34:50",1
"2527","A251","11/9/2023 14:34:50","Lewisetta","MVP-ME-3","ME","3",0,0,"11/7/2024 15:12:14",2024-11-07,"15:12:14",3
"2528","A251","11/9/2023 14:34:50","Lewisetta","MVP-ME-3","ME","3",48,30,"5/1/2024 8:39:26",2024-05-01,"8:39:26",2
"2529","A711","11/14/2023 15:04:32","YorkRiver","MVP-LARMIX-5","LARMIX","5",27,18,"11/14/2023 15:04:32",2023-11-14,"15:04:32",1
"2530","A711","11/14/2023 15:04:32","YorkRiver","MVP-LARMIX-5","LARMIX","5",29,20,"5/6/2024 13:56:20",2024-05-06,"13:56:20",2
"2531","E573","11/15/2023 15:29:48","YorkRiver","MVP-FL-6","FL","6",45,31,"11/8/2024 11:12:21",2024-11-08,"11:12:21",3
"2532","E573","11/15/2023 15:29:48","YorkRiver","MVP-FL-6","FL","6",31,17,"11/15/2023 15:29:48",2023-11-15,"15:29:48",1
"2533","E573","11/15/2023 15:29:48","YorkRiver","MVP-FL-6","FL","6",35,21,"5/6/2024 11:30:59",2024-05-06,"11:30:59",2
"2534","A199","11/7/2023 15:32:35","Lewisetta","MVP-LA-3","LA","3",30,21,"11/7/2023 15:32:35",2023-11-07,"15:32:35",1
"2535","A199","11/7/2023 15:32:35","Lewisetta","MVP-LA-3","LA","3",79,76,"5/20/2025 16:26:33",2025-05-20,"16:26:33",4
"2536","A199","11/7/2023 15:32:35","Lewisetta","MVP-LA-3","LA","3",70,58,"11/7/2024 15:55:16",2024-11-07,"15:55:16",3
"2537","A199","11/7/2023 15:32:35","Lewisetta","MVP-LA-3","LA","3",35,26,"5/2/2024 14:32:47",2024-05-02,"14:32:47",2
"2538","A730","11/14/2023 15:09:13","YorkRiver","MVP-LARMIX-5","LARMIX","5",55,41,"11/8/2024 11:03:28",2024-11-08,"11:03:28",3
"2539","A730","11/14/2023 15:09:13","YorkRiver","MVP-LARMIX-5","LARMIX","5",28,20,"11/14/2023 15:09:13",2023-11-14,"15:09:13",1
"2540","A730","11/14/2023 15:09:13","YorkRiver","MVP-LARMIX-5","LARMIX","5",62,52,"5/25/2025 10:12:09",2025-05-25,"10:12:09",4
"2541","A730","11/14/2023 15:09:13","YorkRiver","MVP-LARMIX-5","LARMIX","5",33,22,"5/6/2024 13:59:20",2024-05-06,"13:59:20",2
"2543","A560","11/10/2023 14:04:34","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",35,28,"5/9/2024 9:07:02",2024-05-09,"9:07:02",2
"2544","A560","11/10/2023 14:04:34","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",56,47,"11/12/2024 9:34:47",2024-11-12,"9:34:47",3
"2545","A560","11/10/2023 14:04:34","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",29,25,"11/10/2023 14:04:34",2023-11-10,"14:04:34",1
"2546","A560","11/10/2023 14:04:34","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",57,49,"5/25/2025 10:21:56",2025-05-25,"10:21:56",4
"2547","B186","11/9/2023 14:44:17","Lewisetta","MVP-LOLA-1","LOLA","1",70,46,"11/7/2024 16:56:05",2024-11-07,"16:56:05",3
"2548","B186","11/9/2023 14:44:17","Lewisetta","MVP-LOLA-1","LOLA","1",41,34,"11/9/2023 14:44:17",2023-11-09,"14:44:17",1
"2549","B186","11/9/2023 14:44:17","Lewisetta","MVP-LOLA-1","LOLA","1",50,35,"5/1/2024 8:51:07",2024-05-01,"8:51:07",2
"2550","E369","11/10/2023 14:41:46","YorkRiver","MVP-LARMIX-6","LARMIX","6",21,14,"11/10/2023 14:41:46",2023-11-10,"14:41:46",1
"2551","E369","11/10/2023 14:41:46","YorkRiver","MVP-LARMIX-6","LARMIX","6",25,18,"5/8/2024 13:52:20",2024-05-08,"13:52:20",2
"2552","A300","11/9/2023 15:04:42","Lewisetta","MVP-LARMIX-2","LARMIX","2",36,24,"11/9/2023 15:04:42",2023-11-09,"15:04:42",1
"2553","A300","11/9/2023 15:04:42","Lewisetta","MVP-LARMIX-2","LARMIX","2",31,21,"5/20/2025 16:36:39",2025-05-20,"16:36:39",4
"2554","A300","11/9/2023 15:04:42","Lewisetta","MVP-LARMIX-2","LARMIX","2",32,20,"11/7/2024 12:46:40",2024-11-07,"12:46:40",3
"2555","A300","11/9/2023 15:04:42","Lewisetta","MVP-LARMIX-2","LARMIX","2",36,23,"4/30/2024 13:30:54",2024-04-30,"13:30:54",2
"2556","A245","11/9/2023 14:31:57","Lewisetta","MVP-ME-3","ME","3",44,30,"11/7/2024 15:17:40",2024-11-07,"15:17:40",3
"2557","A245","11/9/2023 14:31:57","Lewisetta","MVP-ME-3","ME","3",23,16,"4/30/2024 13:02:13",2024-04-30,"13:02:13",2
"2558","A245","11/9/2023 14:31:57","Lewisetta","MVP-ME-3","ME","3",21,14,"11/9/2023 14:31:57",2023-11-09,"14:31:57",1
"2559","A516","11/10/2023 14:26:48","YorkRiver","MVP-LA-4","LA","4",54,40,"11/12/2024 10:23:53",2024-11-12,"10:23:53",3
"2560","A516","11/10/2023 14:26:48","YorkRiver","MVP-LA-4","LA","4",25,18,"11/10/2023 14:26:48",2023-11-10,"14:26:48",1
"2561","A516","11/10/2023 14:26:48","YorkRiver","MVP-LA-4","LA","4",37,30,"5/8/2024 13:20:59",2024-05-08,"13:20:59",2
"2562","B322","11/7/2023 12:01:57","Lewisetta","MVP-ME-1","ME","1",39,26,"11/7/2024 16:21:37",2024-11-07,"16:21:37",3
"2563","B322","11/7/2023 12:01:57","Lewisetta","MVP-ME-1","ME","1",31,23,"11/7/2023 12:01:57",2023-11-07,"12:01:57",1
"2564","B322","11/7/2023 12:01:57","Lewisetta","MVP-ME-1","ME","1",38,26,"5/2/2024 14:42:12",2024-05-02,"14:42:12",2
"2565","C301","11/14/2023 15:09:59","YorkRiver","MVP-ME-4","ME","4",36,23,"11/14/2023 15:09:59",2023-11-14,"15:09:59",1
"2566","C301","11/14/2023 15:09:59","YorkRiver","MVP-ME-4","ME","4",41,25,"5/9/2024 10:14:31",2024-05-09,"10:14:31",2
"2567","C385","11/15/2023 15:24:15","YorkRiver","MVP-TX-6","TX","6",34,24,"5/6/2024 13:43:09",2024-05-06,"13:43:09",2
"2568","C385","11/15/2023 15:24:15","YorkRiver","MVP-TX-6","TX","6",54,45,"5/25/2025 11:25:34",2025-05-25,"11:25:34",4
"2569","C385","11/15/2023 15:24:15","YorkRiver","MVP-TX-6","TX","6",28,19,"11/15/2023 15:24:15",2023-11-15,"15:24:15",1
"2570","C385","11/15/2023 15:24:15","YorkRiver","MVP-TX-6","TX","6",50,42,"11/8/2024 10:44:25",2024-11-08,"10:44:25",3
"2571","B268","11/9/2023 15:51:09","Lewisetta","MVP-NH-2","NH","2",43,32,"11/7/2024 14:04:55",2024-11-07,"14:04:55",3
"2572","B268","11/9/2023 15:51:09","Lewisetta","MVP-NH-2","NH","2",22,18,"4/30/2024 12:45:59",2024-04-30,"12:45:59",2
"2573","B268","11/9/2023 15:51:09","Lewisetta","MVP-NH-2","NH","2",20,16,"11/9/2023 15:51:09",2023-11-09,"15:51:09",1
"2574","2155","11/7/2023 15:22:22","Lewisetta","MVP-FL-1","FL","1",32,23,"11/7/2023 15:22:22",2023-11-07,"15:22:22",1
"2575","2155","11/7/2023 15:22:22","Lewisetta","MVP-FL-1","FL","1",41,29,"11/7/2024 12:53:35",2024-11-07,"12:53:35",3
"2576","2155","11/7/2023 15:22:22","Lewisetta","MVP-FL-1","FL","1",41,31,"5/20/2025 15:16:36",2025-05-20,"15:16:36",4
"2577","2155","11/7/2023 15:22:22","Lewisetta","MVP-FL-1","FL","1",35,23,"5/2/2024 14:00:06",2024-05-02,"14:00:06",2
"2578","A540","11/10/2023 14:11:34","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",35,20,"11/10/2023 14:11:34",2023-11-10,"14:11:34",1
"2579","A540","11/10/2023 14:11:34","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",40,25,"5/8/2024 14:20:45",2024-05-08,"14:20:45",2
"2580","A008","11/7/2023 14:14:26","Lewisetta","MVP-DEBY-3","DEBY","3",35,24,"11/7/2023 14:14:26",2023-11-07,"14:14:26",1
"2581","A008","11/7/2023 14:14:26","Lewisetta","MVP-DEBY-3","DEBY","3",95,45,"11/7/2024 12:34:08",2024-11-07,"12:34:08",3
"2582","A008","11/7/2023 14:14:26","Lewisetta","MVP-DEBY-3","DEBY","3",36,23,"5/2/2024 13:38:00",2024-05-02,"13:38:00",2
"2583","E000-D721","11/7/2023 12:20:59","Lewisetta","MVP-TX-3","TX","3",76,56,"5/20/2025 15:04:29",2025-05-20,"15:04:29",4
"2584","E000-D721","11/7/2023 12:20:59","Lewisetta","MVP-TX-3","TX","3",70,44,"11/7/2024 14:26:04",2024-11-07,"14:26:04",3
"2585","E000-D721","11/7/2023 12:20:59","Lewisetta","MVP-TX-3","TX","3",38,28,"5/2/2024 14:05:27",2024-05-02,"14:05:27",2
"2586","E000-D721","11/7/2023 12:20:59","Lewisetta","MVP-TX-3","TX","3",33,22,"11/7/2023 12:20:59",2023-11-07,"12:20:59",1
"2587","A704","11/14/2023 15:01:51","YorkRiver","MVP-LARMIX-5","LARMIX","5",25,17,"11/14/2023 15:01:51",2023-11-14,"15:01:51",1
"2588","A704","11/14/2023 15:01:51","YorkRiver","MVP-LARMIX-5","LARMIX","5",21,14,"5/6/2024 13:57:20",2024-05-06,"13:57:20",2
"2589","B113","11/9/2023 14:52:15","Lewisetta","MVP-SEEDMIX-3","SEEDMIX","3",32,21,"11/9/2023 14:52:15",2023-11-09,"14:52:15",1
"2590","B113","11/9/2023 14:52:15","Lewisetta","MVP-SEEDMIX-3","SEEDMIX","3",60,42,"11/7/2024 13:23:47",2024-11-07,"13:23:47",3
"2591","B113","11/9/2023 14:52:15","Lewisetta","MVP-SEEDMIX-3","SEEDMIX","3",70,56,"5/20/2025 14:55:21",2025-05-20,"14:55:21",4
"2592","B113","11/9/2023 14:52:15","Lewisetta","MVP-SEEDMIX-3","SEEDMIX","3",38,25,"4/30/2024 13:51:36",2024-04-30,"13:51:36",2
"2593","C339","11/15/2023 15:30:43","YorkRiver","MVP-SEEDMIX-6","SEEDMIX","6",39,24,"11/15/2023 15:30:43",2023-11-15,"15:30:43",1
"2594","C339","11/15/2023 15:30:43","YorkRiver","MVP-SEEDMIX-6","SEEDMIX","6",79,55,"11/12/2024 9:50:37",2024-11-12,"9:50:37",3
"2595","C339","11/15/2023 15:30:43","YorkRiver","MVP-SEEDMIX-6","SEEDMIX","6",82,60,"5/25/2025 9:30:25",2025-05-25,"9:30:25",4
"2596","C339","11/15/2023 15:30:43","YorkRiver","MVP-SEEDMIX-6","SEEDMIX","6",48,33,"5/7/2024 10:19:41",2024-05-07,"10:19:41",2
"2597","C063","11/13/2023 14:36:38","YorkRiver","MVP-NH-5","NH","5",43,35,"11/12/2024 8:59:06",2024-11-12,"8:59:06",3
"2598","C063","11/13/2023 14:36:38","YorkRiver","MVP-NH-5","NH","5",31,20,"11/13/2023 14:36:38",2023-11-13,"14:36:38",1
"2599","C063","11/13/2023 14:36:38","YorkRiver","MVP-NH-5","NH","5",32,23,"5/6/2024 13:13:39",2024-05-06,"13:13:39",2
"2600","D764","11/7/2023 16:00:25","Lewisetta","MVP-ME-2","ME","2",29,28,"5/2/2024 15:11:09",2024-05-02,"15:11:09",2
"2601","D764","11/7/2023 16:00:25","Lewisetta","MVP-ME-2","ME","2",22,17,"11/7/2023 16:00:25",2023-11-07,"16:00:25",1
"2602","D764","11/7/2023 16:00:25","Lewisetta","MVP-ME-2","ME","2",33,35,"11/7/2024 14:37:19",2024-11-07,"14:37:19",3
"2603","A573","11/10/2023 14:02:02","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",52,34,"11/12/2024 9:09:40",2024-11-12,"9:09:40",3
"2604","A573","11/10/2023 14:02:02","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",34,20,"5/8/2024 14:23:48",2024-05-08,"14:23:48",2
"2605","A573","11/10/2023 14:02:02","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",29,18,"11/10/2023 14:02:02",2023-11-10,"14:02:02",1
"2606","A144","11/7/2023 15:04:43","Lewisetta","MVP-DEBY-1","DEBY","1",59,46,"5/3/2024 9:15:59",2024-05-03,"9:15:59",2
"2607","A144","11/7/2023 15:04:43","Lewisetta","MVP-DEBY-1","DEBY","1",55,40,"11/7/2023 15:04:43",2023-11-07,"15:04:43",1
"2608","E062","11/7/2023 14:41:19","Lewisetta","MVP-FL-2","FL","2",36,23,"5/2/2024 13:55:11",2024-05-02,"13:55:11",2
"2609","E062","11/7/2023 14:41:19","Lewisetta","MVP-FL-2","FL","2",28,19,"11/7/2023 14:41:19",2023-11-07,"14:41:19",1
"2610","E062","11/7/2023 14:41:19","Lewisetta","MVP-FL-2","FL","2",78,64,"5/20/2025 14:07:05",2025-05-20,"14:07:05",4
"2611","E062","11/7/2023 14:41:19","Lewisetta","MVP-FL-2","FL","2",66,51,"11/7/2024 12:37:52",2024-11-07,"12:37:52",3
