phenotyping_key,phenotyping_label,phenotyping_bag_key,phenotyping_timestamp,shell_length_mm,shell_width_mm,tissue_wetweight_g,shell_dryweight_g,tissue_dryweight_g,phenotyping_notes,macroparasites,username
2fcf04fd,2023-11-9_MVP-LARMIX-1__195,24df23d3,2023-12-14,31,25,0.57,3.78,0.1,,,zeasegnitz@gmail.com
6f046fdd,2023-11-9_MVP-LARMIX-1__196,24df23d3,2023-12-14,39,31,1.73,5.93,0.17,,,zeasegnitz@gmail.com
6894c1da,2023-11-9_MVP-LARMIX-1__197,24df23d3,2023-12-14,60,35,2.79,9.18,0.29,,,zeasegnitz@gmail.com
ca1e1e63,2023-11-7_MVP-FL-2__198,02a4a082,2023-12-14,30,22,0.4,1.71,0.07,,,zeasegnitz@gmail.com
344aa83b,2023-11-7_MVP-FL-2__199,02a4a082,2023-12-14,45,24,1.26,4.44,0.16,,,zeasegnitz@gmail.com
990974c2,2023-11-7_MVP-FL-2__200,02a4a082,2023-12-14,30,17,0.36,1.39,0.1,,,zeasegnitz@gmail.com
dbf41690,2023-11-7_MVP-FL-2__201,02a4a082,2023-12-14,39,25,0.65,2.96,0.07,,,zeasegnitz@gmail.com
4a3a3ba2,2023-11-7_MVP-FL-2__202,02a4a082,2023-12-14,42,28,1,4.28,0.1,,,zeasegnitz@gmail.com
441eaf97,2023-11-9_MVP-ME-3__203,0a7fee30,2023-12-14,33,25,0.64,2.09,0.12,,,zeasegnitz@gmail.com
8fa25953,2023-11-9_MVP-ME-3__204,0a7fee30,2023-12-14,37,25,0.67,2.56,0.09,,,zeasegnitz@gmail.com
fb6b65dc,2023-11-9_MVP-ME-3__205,0a7fee30,2023-12-14,35,22,0.9,2.08,0.13,,,zeasegnitz@gmail.com
b9af298e,2023-11-9_MVP-ME-3__206,0a7fee30,2023-12-14,17,11,0.09,0.44,0.01,,,zeasegnitz@gmail.com
f03faf6a,2023-11-9_MVP-ME-3__207,0a7fee30,2023-12-14,34,25,0.82,2.75,0.1,,,zeasegnitz@gmail.com
5123f0a2,2023-11-9_MVP-LOLA-3__208,6ca083ed,2023-12-14,53,31,1.56,6.38,0.18,,,zeasegnitz@gmail.com
9c3d9f8d,2023-11-9_MVP-LOLA-3__209,6ca083ed,2023-12-14,50,35,1.86,6.38,0.21,,,zeasegnitz@gmail.com
6844b99a,2023-11-9_MVP-LOLA-3__210,6ca083ed,2023-12-14,34,20,0.42,2.09,0.07,,,zeasegnitz@gmail.com
cf9809ac,2023-11-9_MVP-LOLA-3__211,6ca083ed,2023-12-14,38,27,0.98,4.07,0.11,,,zeasegnitz@gmail.com
e6b5fd2a,2023-11-9_MVP-LOLA-3__212,6ca083ed,2023-12-14,37,27,0.7,3.08,0.08,,,zeasegnitz@gmail.com
d8b12b1e,2023-11-9_MVP-LARMIX-2__213,10d40fb1,2023-12-14,30,20,0.38,1.38,0.05,,,zeasegnitz@gmail.com
fd499de5,2023-11-9_MVP-LARMIX-2__214,10d40fb1,2023-12-14,34,24,0.92,3.18,0.11,,,zeasegnitz@gmail.com
f1f2be70,2023-11-9_MVP-LARMIX-2__215,10d40fb1,2023-12-14,36,25,0.77,2.94,0.09,,,zeasegnitz@gmail.com
328b94c3,2023-11-9_MVP-LARMIX-2__216,10d40fb1,2023-12-14,44,23,0.94,2.8,0.12,,,zeasegnitz@gmail.com
2ca93e16,2023-11-9_MVP-LARMIX-2__217,10d40fb1,2023-12-14,50,31,1.46,5.3,0.14,,,zeasegnitz@gmail.com
1f5b3572,2023-11-7_MVP-DEBY-1__218,d28cabc6,2023-12-14,33,18,0.37,1.35,0.06,,,zeasegnitz@gmail.com
04694f33,2023-11-7_MVP-DEBY-1__219,d28cabc6,2023-12-14,52,40,3.5,9.39,0.36,,,zeasegnitz@gmail.com
daeb801e,2023-11-7_MVP-DEBY-1__220,d28cabc6,2023-12-14,43,22,0.48,2.57,0.06,,,zeasegnitz@gmail.com
c62bc1fe,2023-11-7_MVP-DEBY-1__221,d28cabc6,2023-12-14,35,26,1.07,3.63,0.08,,,zeasegnitz@gmail.com
0e5dcb3b,2023-11-7_MVP-DEBY-1__222,d28cabc6,2023-12-14,32,28,0.86,2.55,0.11,,,zeasegnitz@gmail.com
7338b626,2023-11-7_MVP-FL-3__223,7b9764cd,2023-12-14,36,23,0.64,2.87,0.11,,,zeasegnitz@gmail.com
57284ee8,2023-11-7_MVP-FL-3__224,7b9764cd,2023-12-14,28,18,0.32,1.7,0.07,,,zeasegnitz@gmail.com
43cd5392,2023-11-7_MVP-FL-3__225,7b9764cd,2023-12-14,35,27,0.94,3.88,0.13,,,zeasegnitz@gmail.com
b5884291,2023-11-7_MVP-FL-3__226,7b9764cd,2023-12-14,27,17,0.3,1.53,0.07,,,zeasegnitz@gmail.com
417ab00b,2023-11-7_MVP-FL-3__227,7b9764cd,2023-12-14,38,27,0.88,3.11,0.12,,,zeasegnitz@gmail.com
50c42b85,2023-11-7_MVP-LA-3__228,7121a960,2023-12-14,54,35,1.6,7.19,0.16,,,zeasegnitz@gmail.com
969d9738,2023-11-7_MVP-LA-3__229,7121a960,2023-12-14,47,25,0.88,3.61,0.24,,,zeasegnitz@gmail.com
f3a14567,2023-11-7_MVP-LA-3__230,7121a960,2023-12-14,24,22,0.33,1.57,0.06,,,zeasegnitz@gmail.com
87a3f7b5,2023-11-7_MVP-LA-3__231,7121a960,2023-12-14,32,22,0.39,2.61,0.06,,,zeasegnitz@gmail.com
241803c4,2023-11-7_MVP-LA-3__232,7121a960,2023-12-14,29,24,0.58,2.37,0.08,,,zeasegnitz@gmail.com
fa8ff868,2023-11-7_MVP-JR-2__233,e8b5075c,2023-12-14,26,18,0.19,1.77,0.06,,,zeasegnitz@gmail.com
346ab88b,2023-11-7_MVP-JR-2__234,e8b5075c,2023-12-14,33,23,0.68,2.91,0.07,,,zeasegnitz@gmail.com
54f72898,2023-11-7_MVP-JR-2__235,e8b5075c,2023-12-14,30,21,0.59,2.21,0.09,,,zeasegnitz@gmail.com
1f825b8c,2023-11-7_MVP-JR-2__236,e8b5075c,2023-12-14,35,24,0.75,3.41,0.11,,,zeasegnitz@gmail.com
e6fd4abc,2023-11-7_MVP-JR-2__237,e8b5075c,2023-12-14,29,21,0.53,2.91,0.06,has small connected oyster on shell,,zeasegnitz@gmail.com
42958787,2023-11-7_MVP-LA-1__238,5e42df10,2023-12-14,28,20,0.25,2.15,0.04,,,zeasegnitz@gmail.com
e2c334a9,2023-11-7_MVP-LA-1__239,5e42df10,2023-12-14,39,28,0.78,3.51,0.12,,,zeasegnitz@gmail.com
2c7fe5bd,2023-11-7_MVP-LA-1__240,5e42df10,2023-12-14,38,29,0.86,4.5,0.12,,,zeasegnitz@gmail.com
db50ffa0,2023-11-7_MVP-LA-1__241,5e42df10,2023-12-14,27,21,0.39,2.39,0.03,,,zeasegnitz@gmail.com
77a7b1fb,2023-11-7_MVP-LA-1__242,5e42df10,2023-12-14,25,20,0.24,1.24,0.04,,,zeasegnitz@gmail.com
bbdb5b32,2023-11-9_MVP-LOLA-1__243,912a87a5,2023-12-14,48,29,1.11,6.1,0.13,,,zeasegnitz@gmail.com
e69114a2,2023-11-9_MVP-LOLA-1__244,912a87a5,2023-12-14,52,25,1.1,3.98,0.1,,,zeasegnitz@gmail.com
089bbe26,2023-11-9_MVP-LOLA-1__245,912a87a5,2023-12-14,50,35,2.52,6.67,0.25,,,zeasegnitz@gmail.com
1759aba5,2023-11-9_MVP-LOLA-1__246,912a87a5,2023-12-14,41,25,0.75,3.85,0.1,,,zeasegnitz@gmail.com
3c16bd06,2023-11-9_MVP-LOLA-1__247,912a87a5,2023-12-14,33,19,0.43,1.88,0.09,,,zeasegnitz@gmail.com
d2fd2419,2023-11-9_MVP-NH-1__248,4fe77c9f,2023-12-14,28,21,0.47,1.21,0.06,,,zeasegnitz@gmail.com
8a0497b1,2023-11-9_MVP-NH-1__249,4fe77c9f,2023-12-14,20,15,0.13,0.71,0.03,,,zeasegnitz@gmail.com
e88e90d8,2023-11-9_MVP-NH-1__250,4fe77c9f,2023-12-14,37,25,1.42,3.5,0.11,,,zeasegnitz@gmail.com
f7a02ec1,2023-11-9_MVP-NH-1__251,4fe77c9f,2023-12-14,25,18,0.54,1.36,0.08,,,zeasegnitz@gmail.com
bbf74b6c,2023-11-9_MVP-NH-1__252,4fe77c9f,2023-12-14,22,15,0.18,0.7,0.03,,,zeasegnitz@gmail.com
883dff18,2023-11-7_MVP-ME-1__253,6f1ce1b1,2023-12-14,31,21,0.59,2.18,0.06,,,zeasegnitz@gmail.com
67b54c91,2023-11-7_MVP-ME-1__254,6f1ce1b1,2023-12-14,33,24,0.88,2.59,0.14,,,zeasegnitz@gmail.com
007bcf04,2023-11-7_MVP-ME-1__255,6f1ce1b1,2023-12-14,25,17,0.26,1.07,0.07,,,zeasegnitz@gmail.com
65efc02b,2023-11-7_MVP-ME-1__256,6f1ce1b1,2023-12-14,29,18,0.58,1.67,0.06,,,zeasegnitz@gmail.com
6417cdd4,2023-11-7_MVP-ME-1__257,6f1ce1b1,2023-12-14,40,30,1.1,3.95,0.12,,,zeasegnitz@gmail.com
67982e0f,2023-11-9_MVP-SEEDMIX-1__258,1eb9ebe3,2023-12-14,22,16,0.25,0.99,0.09,,,zeasegnitz@gmail.com
4d6ee5da,2023-11-9_MVP-SEEDMIX-1__259,1eb9ebe3,2023-12-14,34,25,0.69,3.65,0.08,,,zeasegnitz@gmail.com
6b0bf64e,2023-11-9_MVP-SEEDMIX-1__260,1eb9ebe3,2023-12-14,44,29,0.76,4.96,0.08,,,zeasegnitz@gmail.com
f6c16eb5,2023-11-9_MVP-SEEDMIX-1__261,1eb9ebe3,2023-12-14,35,31,1.01,4.08,0.13,,,zeasegnitz@gmail.com
2066507f,2023-11-9_MVP-SEEDMIX-1__262,1eb9ebe3,2023-12-14,52,29,1.36,5.83,0.18,,,zeasegnitz@gmail.com
edf6cc8e,2023-11-9_MVP-TX-2__263,180f94c9,2023-12-14,40,22,0.81,3.61,0.1,,,zeasegnitz@gmail.com
99f88718,2023-11-9_MVP-TX-2__264,180f94c9,2023-12-14,44,32,1.58,5.52,0.11,,,zeasegnitz@gmail.com
9a3183dd,2023-11-9_MVP-TX-2__265,180f94c9,2023-12-14,48,31,1.82,5.88,0.16,,,zeasegnitz@gmail.com
f7874eff,2023-11-9_MVP-TX-2__266,180f94c9,2023-12-14,40,28,1.33,4.66,0.13,,,zeasegnitz@gmail.com
e3584476,2023-11-9_MVP-NH-2__267,d2f5128b,2023-12-14,25,16,0.19,0.86,0.04,,,zeasegnitz@gmail.com
591d56af,2023-11-9_MVP-NH-2__268,d2f5128b,2023-12-14,27,22,0.41,1.61,0.09,,,zeasegnitz@gmail.com
21ba66b5,2023-11-9_MVP-NH-2__269,d2f5128b,2023-12-14,15,11,0.07,0.39,0.02,,,zeasegnitz@gmail.com
7572a19c,2023-11-9_MVP-NH-2__270,d2f5128b,2023-12-14,19,15,0.15,0.78,0.04,,,zeasegnitz@gmail.com
65c46f88,2023-11-9_MVP-NH-2__271,d2f5128b,2023-12-14,25,22,0.6,1.91,0.08,,,zeasegnitz@gmail.com
a43a51b5,2023-11-9_MVP-NH-3__272,2c1d72d6,2023-12-14,28,22,0.46,1.69,0.06,,,zeasegnitz@gmail.com
f49dd6ee,2023-11-9_MVP-NH-3__273,2c1d72d6,2023-12-14,29,19,0.3,1.58,0.04,,,zeasegnitz@gmail.com
42356c1e,2023-11-9_MVP-NH-3__274,2c1d72d6,2023-12-14,26,20,0.31,1.65,0.05,,,zeasegnitz@gmail.com
6dcc584c,2023-11-9_MVP-NH-3__275,2c1d72d6,2023-12-14,46,36,2.16,6.89,0.24,,,zeasegnitz@gmail.com
5b553909,2023-11-9_MVP-NH-3__276,2c1d72d6,2023-12-14,25,17,0.4,1.41,0.05,,,zeasegnitz@gmail.com
126ec7e2,2023-11-7_MVP-TX-3__277,13ed2551,2023-12-14,32,22,0.55,3.92,0.08,,,zeasegnitz@gmail.com
528698fa,2023-11-7_MVP-TX-3__278,13ed2551,2023-12-14,27,22,0.41,2.65,0.04,,,zeasegnitz@gmail.com
51302cd0,2023-11-7_MVP-TX-3__279,13ed2551,2023-12-14,27,23,0.38,3.26,0.5,,,zeasegnitz@gmail.com
6c137fbd,2023-11-7_MVP-TX-3__280,13ed2551,2023-12-14,59,34,2.12,8.6,0.19,,,zeasegnitz@gmail.com
70a481ac,2023-11-7_MVP-TX-3__281,13ed2551,2023-12-14,48,32,1.4,6.77,0.12,,,zeasegnitz@gmail.com
be18f3b2,2023-11-7_MVP-JR-1__282,f45c5f37,2023-12-14,25,20,0.49,1.37,0.07,,,zeasegnitz@gmail.com
3e8c56df,2023-11-7_MVP-JR-1__283,f45c5f37,2023-12-14,39,30,1.27,4.02,0.18,,,zeasegnitz@gmail.com
bde05c3d,2023-11-7_MVP-JR-1__284,f45c5f37,2023-12-14,34,26,0.67,2.83,0.1,,,zeasegnitz@gmail.com
053e16fb,2023-11-7_MVP-JR-1__285,f45c5f37,2023-12-14,36,26,1.04,3.08,0.13,,,zeasegnitz@gmail.com
68d85fe6,2023-11-7_MVP-JR-1__286,f45c5f37,2023-12-14,15,12,0.07,0.34,0.04,,,zeasegnitz@gmail.com
a62a88f6,2023-11-9_MVP-LOLA-2__287,167a3926,2023-12-14,45,26,1.26,4.59,0.1,,,zeasegnitz@gmail.com
d1d24a6e,2023-11-9_MVP-LOLA-2__288,167a3926,2023-12-14,31,19,0.32,1.62,0.03,,,zeasegnitz@gmail.com
51408c99,2023-11-9_MVP-LOLA-2__289,167a3926,2023-12-14,50,30,2.08,5.83,0.2,,,zeasegnitz@gmail.com
b2083223,2023-11-9_MVP-LOLA-2__290,167a3926,2023-12-14,42,25,1.19,3.95,0.11,,,zeasegnitz@gmail.com
135c6227,2023-11-9_MVP-LOLA-2__291,167a3926,2023-12-14,43,33,1.98,6.83,0.18,,,zeasegnitz@gmail.com
9c9f5cbc,2023-11-9_MVP-SEEDMIX-2__292,20596811,2023-12-14,30,25,0.41,1.51,0.02,,,zeasegnitz@gmail.com
b9b0e239,2023-11-9_MVP-SEEDMIX-2__293,20596811,2023-12-14,52,35,2.59,7.36,0.25,,,zeasegnitz@gmail.com
0d3d9b07,2023-11-9_MVP-SEEDMIX-2__294,20596811,2023-12-14,49,34,2.11,5.49,0.19,,,zeasegnitz@gmail.com
6d14b1b1,2023-11-9_MVP-SEEDMIX-2__295,20596811,2023-12-14,39,30,1.06,4.92,0.11,,,zeasegnitz@gmail.com
0a9b7113,2023-11-9_MVP-SEEDMIX-2__296,20596811,2023-12-14,24,18,0.31,1.16,0.04,,,zeasegnitz@gmail.com
416bb009,2023-11-7_MVP-TX-1__297,2c91b198,2023-12-14,32,21,0.45,2.19,0.05,,,zeasegnitz@gmail.com
e2206623,2023-11-7_MVP-TX-1__298,2c91b198,2023-12-14,32,19,0.49,2.38,0.05,,,zeasegnitz@gmail.com
de90a592,2023-11-7_MVP-TX-1__299,2c91b198,2023-12-14,43,26,1.26,3.98,0.11,,,zeasegnitz@gmail.com
581d7cb8,2023-11-7_MVP-TX-1__300,2c91b198,2023-12-14,42,32,1.66,6.17,0.19,,,zeasegnitz@gmail.com
5a861322,2023-11-7_MVP-TX-1__301,2c91b198,2023-12-14,53,35,1.7,7.51,0.17,,,zeasegnitz@gmail.com
c3d805a7,2024-5-1_MVP-DEBY-2_ALIVE__302,6bd24b8e,5/16/2024,37,26,0.6,3.91,0.08,,polydora worm scars on shell,lee.fenuccio@gmail.com
a402dfc1,2024-5-1_MVP-DEBY-2_ALIVE__303,6bd24b8e,5/16/2024,50,36,2.03,8.4,0.52,Shell fell apart,polydora worm scars on shell,lee.fenuccio@gmail.com
e7ab1a5f,2024-5-1_MVP-DEBY-2_ALIVE__304,6bd24b8e,5/16/2024,49,34,2.22,6.51,0.21,,polydora worm scars on shell,lee.fenuccio@gmail.com
21236321,2024-5-1_MVP-DEBY-2_ALIVE__305,6bd24b8e,5/16/2024,48,40,1.44,6.36,0.28,,polydora worm scars on shell,lee.fenuccio@gmail.com
338e724e,2024-5-1_MVP-DEBY-2_ALIVE__306,6bd24b8e,5/16/2024,22,16,0.2,0.64,0.04,,polydora worm scars on shell,lee.fenuccio@gmail.com
ad8ccd6a,2024-4-29_MVP-SEEDMIX-3_ALIVE__307,3fdce4aa,5/16/2024,46,25,1.99,4.83,0.07,Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.,polydora worm scars on shell,lee.fenuccio@gmail.com
e23c4aa3,2024-4-29_MVP-SEEDMIX-3_ALIVE__308,3fdce4aa,5/16/2024,36,27,1.42,3.32,0.11,Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.,polydora worm scars on shell,lee.fenuccio@gmail.com
341ab0dc,2024-4-29_MVP-SEEDMIX-3_ALIVE__309,3fdce4aa,5/16/2024,43,23,0.95,3.42,0.06,Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.,polydora worm scars on shell,lee.fenuccio@gmail.com
0dff2df9,2024-4-29_MVP-SEEDMIX-3_ALIVE__310,3fdce4aa,5/16/2024,29,21,0.31,3,0.06,,polydora worm scars on shell,lee.fenuccio@gmail.com
a90e56d0,2024-4-29_MVP-SEEDMIX-3_ALIVE__311,3fdce4aa,5/16/2024,16,10,0.09,0.63,0.02,,polydora worm scars on shell,lee.fenuccio@gmail.com
e7c171ef,2024-4-29_MVP-LARMIX-3_ALIVE__312,f81337c3,5/16/2024,22,16,0.27,1.27,0.05,,polydora worm scars on shell,lee.fenuccio@gmail.com
61dc1c24,2024-4-29_MVP-LARMIX-3_ALIVE__313,f81337c3,5/16/2024,41,27,1.19,3.33,0.17,Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.,polydora worm scars on shell,lee.fenuccio@gmail.com
a8eddf42,2024-4-29_MVP-LARMIX-3_ALIVE__314,f81337c3,5/16/2024,40,24,1.78,3.45,0.2,Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.,polydora worm scars on shell,lee.fenuccio@gmail.com
a218a01f,2024-4-29_MVP-LARMIX-3_ALIVE__315,f81337c3,5/16/2024,40,29,1.02,5.38,0.2,,polydora worm scars on shell,lee.fenuccio@gmail.com
e23d3c32,2024-4-29_MVP-LARMIX-3_ALIVE__316,f81337c3,5/16/2024,22,18,0.23,0.87,0.04,,polydora worm scars on shell,lee.fenuccio@gmail.com
5e7204a1,2024-5-5_MVP-ME-5_ALIVE__317,6898263b,5/16/2024,38,21,1.22,3.64,0.2,,polydora worm scars on shell,lee.fenuccio@gmail.com
8679fbb4,2024-5-5_MVP-ME-5_ALIVE__318,6898263b,5/16/2024,24,16,0.61,1.22,0.09,Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.,polydora worm scars on shell,lee.fenuccio@gmail.com
c5d8bb66,2024-5-5_MVP-ME-5_ALIVE__319,6898263b,5/16/2024,46,28,2.16,8.87,0.37,Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.,polydora worm scars on shell,lee.fenuccio@gmail.com
a092f419,2024-5-5_MVP-ME-5_ALIVE__320,6898263b,5/16/2024,27,16,0.82,1.45,0.16,,polydora worm scars on shell,lee.fenuccio@gmail.com
8b517142,2024-5-5_MVP-ME-5_ALIVE__321,6898263b,5/16/2024,17,10,0.21,0.66,0.03,Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.,polydora worm scars on shell,lee.fenuccio@gmail.com
6e1465d9,2024-5-5_MVP-DEBY-6_ALIVE__322,30565776,5/23/2024 9:04:11,45,26,0.82,5.09,0.17,,polydora worm scars on shell,lee.fenuccio@gmail.com
5a10ce7c,2024-5-5_MVP-DEBY-6_ALIVE__323,30565776,5/23/2024 9:05:00,38,24,1.15,5.11,0.2,,polydora worm scars on shell,lee.fenuccio@gmail.com
15b66a7e,2024-4-29_MVP-LARMIX-2_ALIVE__324,f7ce55f1,5/23/2024 9:05:30,39,36,1.01,4.1,0.23,Thin outer edge of shell came off,polydora worm scars on shell,lee.fenuccio@gmail.com
a687587c,2024-4-29_MVP-LARMIX-2_ALIVE__325,f7ce55f1,5/23/2024 9:05:39,49,26,1.12,4.49,0.2,,polydora worm scars on shell,lee.fenuccio@gmail.com
1eccb8ea,2024-5-7_MVP-FL-4_ALIVE__326,3b411d0f,5/23/2024 9:06:24,42,24,0.4,4.19,0.05,,polydora worm scars on shell,lee.fenuccio@gmail.com
b52dfd18,2024-5-7_MVP-FL-4_ALIVE__327,3b411d0f,5/23/2024 9:06:53,40,19,0.33,3.19,0.05,,polydora worm scars on shell,lee.fenuccio@gmail.com
fa87279f,2024-5-1_MVP-JR-1_ALIVE__328,82dac1eb,5/23/2024 9:07:15,38,28,0.81,4.17,0.12,,polydora worm scars on shell,lee.fenuccio@gmail.com
1d7fe24e,2024-5-1_MVP-JR-1_ALIVE__329,82dac1eb,5/23/2024 9:07:21,53,39,1.45,6.29,0.23,,polydora worm scars on shell,lee.fenuccio@gmail.com
18323de1,2024-5-7_MVP-LARMIX-6_ALIVE__330,826a144f,5/23/2024 9:08:11,45,27,1,6.47,0.15,,polydora worm scars on shell,lee.fenuccio@gmail.com
42f7f04d,2024-5-7_MVP-LARMIX-6_ALIVE__331,826a144f,5/23/2024 9:08:15,39,24,0.81,4.76,0.16,,polydora worm scars on shell,lee.fenuccio@gmail.com
f07227aa,2024-5-7_MVP-FL-5___332,8f356aca,5/23/2024 9:09:34,39,23,1.92,4.39,0.24,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.",polydora worm scars on shell,lee.fenuccio@gmail.com
721b2e92,2024-5-7_MVP-FL-5___333,8f356aca,5/23/2024 9:09:38,39,22,1.41,5.43,0.22,,polydora worm scars on shell,lee.fenuccio@gmail.com
6c16dc7c,2024-4-29_MVP-SEEDMIX-2_ALIVE__334,40826017,5/23/2024 10:54:24,45,26,1.71,4.8,0.18,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.",polydora worm scars on shell,lee.fenuccio@gmail.com
5749791d,2024-4-29_MVP-SEEDMIX-2_ALIVE__335,40826017,5/23/2024 10:54:27,48,25,2.52,5.81,0.23,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.",polydora worm scars on shell,lee.fenuccio@gmail.com
3d1e3bf9,2024-5-7_MVP-LOLA-5_ALIVE__336,bc79376b,5/23/2024 10:55:31,50,32,2.52,8.63,0.26,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.",polydora worm scars on shell,lee.fenuccio@gmail.com
1c37e0e1,2024-5-7_MVP-LOLA-5_ALIVE__337,bc79376b,5/23/2024 10:55:34,43,32,1.83,8.79,0.35,,polydora worm scars on shell,lee.fenuccio@gmail.com
4295ff49,2024-5-1_MVP-TX-1_ALIVE__338,22b726b6,5/23/2024 10:56:41,39,25,0.74,5.17,0.13,,polydora worm scars on shell,lee.fenuccio@gmail.com
536d5cb4,2024-5-1_MVP-TX-1_ALIVE__339,22b726b6,5/23/2024 10:56:45,54,37,1.86,10.95,0.32,,polydora worm scars on shell,lee.fenuccio@gmail.com
31157289,2024-5-1_MVP-DEBY-3_ALIVE__340,93064801,5/23/2024 10:58:05,52,32,2.8,8.69,0.36,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.",polydora worm scars on shell,lee.fenuccio@gmail.com
21626836,2024-5-1_MVP-DEBY-3_ALIVE__341,93064801,5/23/2024 10:58:14,45,35,1.2,4.52,0.22,,polydora worm scars on shell,lee.fenuccio@gmail.com
0a1b1fb1,2024-5-1_MVP-JR-3_ALIVE__342,7d4e555f,5/23/2024 10:59:50,35,28,1.31,4.89,0.16,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.",polydora worm scars on shell,lee.fenuccio@gmail.com
2155f7d8,2024-5-1_MVP-JR-3_ALIVE__343,7d4e555f,5/23/2024 10:59:54,49,36,2.71,6.54,0.35,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.",polydora worm scars on shell,lee.fenuccio@gmail.com
5c2e6874,2024-4-29_MVP-LARMIX-1_ALIVE__344,86a58586,5/23/2024 11:01:18,41,22,0.99,3.22,0.1,,polydora worm scars on shell,lee.fenuccio@gmail.com
5990c63a,2024-4-29_MVP-LARMIX-1_ALIVE__345,86a58586,5/23/2024 11:01:21,45,31,1.23,7.13,0.22,,polydora worm scars on shell,lee.fenuccio@gmail.com
74755861,2024-5-1_MVP-DEBY-1_ALIVE__346,ebf746e8,5/23/2024 12:55:03,59,41,1.8,10.36,0.33,,polydora worm scars on shell,lee.fenuccio@gmail.com
579a5b6d,2024-5-1_MVP-DEBY-1_ALIVE__347,ebf746e8,5/23/2024 12:55:06,45,29,1,3.54,0.19,,polydora worm scars on shell,lee.fenuccio@gmail.com
2a978555,2024-4-29_MVP-LA-2_ALIVE__348,21fd40f9,5/23/2024 12:56:12,35,25,0.4,3.33,0.05,,polydora worm scars on shell,lee.fenuccio@gmail.com
0636e7ef,2024-4-29_MVP-LA-2_ALIVE__349,21fd40f9,5/23/2024 12:56:16,44,30,2.16,6.39,0.24,,polydora worm scars on shell,lee.fenuccio@gmail.com
04d36dca,2024-5-7_MVP-TX-5_ALIVE__350,078f1cd3,5/23/2024 12:57:43,37,25,1.87,5.05,0.23,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.",polydora worm scars on shell,lee.fenuccio@gmail.com
e04206e6,2024-5-7_MVP-TX-5_ALIVE__351,078f1cd3,5/23/2024 12:57:46,33,26,0.98,4.54,0.13,,"pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
5df90f2b,2024-5-1_MVP-TX-3_ALIVE__352,0aa20aae,5/23/2024 12:58:26,35,23,0.6,4.83,0.09,,polydora worm scars on shell,lee.fenuccio@gmail.com
9f9e8421,2024-5-1_MVP-TX-3_ALIVE__353,0aa20aae,5/23/2024 12:58:28,55,31,2.9,8.39,0.33,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.",polydora worm scars on shell,lee.fenuccio@gmail.com
d43f4e90,2024-4-29_MVP-LOLA-1_ALIVE__354,55967f09,5/23/2024 12:59:11,54,33,1.21,8.34,0.21,,polydora worm scars on shell,lee.fenuccio@gmail.com
051e23bf,2024-4-29_MVP-LOLA-1_ALIVE__355,55967f09,5/23/2024 12:59:12,50,28,1.83,5.7,0.22,,polydora worm scars on shell,lee.fenuccio@gmail.com
5b651564,2024-5-5_MVP-SEEDMIX-6_ALIVE__356,7913f0d2,5/23/2024 13:00:16,52,28,0.88,9.44,0.11,,polydora worm scars on shell,lee.fenuccio@gmail.com
2a898bcc,2024-5-5_MVP-SEEDMIX-6_ALIVE__357,7913f0d2,5/23/2024 13:00:18,44,27,3,7.62,,I missed up and lost the tissue :(,polydora worm scars on shell,lee.fenuccio@gmail.com
